class_id,teacher_id,class_creation_date,student_count,problem_sets_assigned,skill_builders_assigned
13987,158586,2020-03-28 11:00:02.404000-04:00,16,4,0
5269,54543,2019-10-25 10:57:39.907000-04:00,21,1,0
1472,10559,2019-08-12 16:44:49.126000-04:00,24,5,0
27825,377987,2020-05-18 13:10:09.056000-04:00,1,1,0
19941,229921,2020-04-07 15:00:15.139000-04:00,15,4,0
2435,27947,2019-08-29 21:16:24.925000-04:00,25,9,3
7537,73843,2020-02-11 13:48:31.627000-05:00,25,3,0
3552,44902,2019-09-17 12:03:19.971000-04:00,2,1,0
18141,203244,2020-04-03 15:24:22.751000-04:00,26,22,0
27160,350509,2020-05-07 19:03:21.662000-04:00,15,2,0
8623,113284,2020-03-12 22:26:09.020000-04:00,21,4,0
9060,113835,2020-03-15 14:56:42.024000-04:00,19,3,0
12434,146026,2020-03-25 07:53:45.761000-04:00,7,1,0
28079,325089,2020-05-25 01:17:07.411000-04:00,19,3,0
23927,249794,2020-04-18 20:58:12.034000-04:00,24,3,0
26568,354248,2020-05-02 18:06:33.160000-04:00,15,4,0
12176,146666,2020-03-24 10:21:47.681000-04:00,16,81,0
9742,120432,2020-03-17 11:40:32.531000-04:00,31,7,0
19061,207253,2020-04-06 08:09:18.099000-04:00,32,1,0
12703,148975,2020-03-25 13:34:21.750000-04:00,17,9,0
26071,321085,2020-04-28 16:06:43.074000-04:00,1,2,0
11523,129691,2020-03-22 13:34:02.065000-04:00,10,2,0
16555,172530,2020-04-01 10:33:42.055000-04:00,19,2,0
16684,190289,2020-04-01 13:07:07.004000-04:00,4,0,5
19750,198332,2020-04-07 11:14:53.069000-04:00,28,14,0
5063,68105,2019-10-21 19:59:42.235000-04:00,23,2,0
25815,330016,2020-04-27 13:27:13.783000-04:00,5,1,1
15735,175838,2020-03-31 03:30:18.154000-04:00,20,12,0
15713,10156,2020-03-31 00:33:09.677000-04:00,1,2,0
5698,66696,2019-11-11 17:02:53.590000-05:00,6,1,1
5804,79770,2019-11-15 10:50:28.709000-05:00,16,9,0
1916,12538,2019-08-21 17:49:54.703000-04:00,24,20,0
8997,115282,2020-03-14 16:38:41.614000-04:00,23,54,0
24038,298055,2020-04-19 16:49:58.524000-04:00,16,10,0
12324,10532,2020-03-24 13:05:49.532000-04:00,10,1,0
2454,4286,2019-08-30 14:28:49.662000-04:00,31,36,32
24054,241454,2020-04-19 18:01:21.595000-04:00,16,2,0
2861,10165,2019-09-08 19:15:02.781000-04:00,23,42,0
9132,115685,2020-03-15 23:33:27.622000-04:00,6,1,0
22959,160833,2020-04-15 12:26:05.262000-04:00,23,5,0
16652,189799,2020-04-01 12:26:09.930000-04:00,28,4,0
25984,295492,2020-04-28 10:52:05.853000-04:00,1,9,0
4836,64634,2019-10-16 11:43:51.096000-04:00,28,4,0
9379,115021,2020-03-16 13:18:00.536000-04:00,19,12,0
3002,318,2019-09-09 20:06:22.633000-04:00,30,9,0
15293,153322,2020-03-30 14:11:07.655000-04:00,19,4,0
20452,238926,2020-04-08 15:04:22.327000-04:00,13,3,0
17352,134468,2020-04-02 14:24:30.735000-04:00,20,3,0
12608,131364,2020-03-25 11:45:21.661000-04:00,13,33,0
22553,267766,2020-04-14 11:06:25.466000-04:00,9,4,0
7708,106116,2020-02-20 09:53:13.583000-05:00,4,1,0
3116,37642,2019-09-11 09:50:05.165000-04:00,11,0,2
3738,5640,2019-09-20 08:09:25.078000-04:00,10,1,0
21055,247279,2020-04-09 21:55:00.222000-04:00,23,0,2
16749,190998,2020-04-01 14:01:00.366000-04:00,23,27,0
14209,135803,2020-03-29 10:16:38.914000-04:00,26,13,1
18122,156513,2020-04-03 15:07:26.790000-04:00,13,3,0
18373,203772,2020-04-04 08:16:34.028000-04:00,21,30,0
21747,251306,2020-04-12 21:51:53.989000-04:00,19,2,0
16611,189238,2020-04-01 11:46:03.908000-04:00,15,4,1
22153,259977,2020-04-13 14:08:29.547000-04:00,6,1,0
19173,206800,2020-04-06 10:52:01.532000-04:00,14,6,0
15098,158576,2020-03-30 11:58:30.060000-04:00,1,1,0
10210,125493,2020-03-18 14:02:59.445000-04:00,19,0,1
9469,113827,2020-03-16 17:46:56.316000-04:00,21,2,0
27158,350509,2020-05-07 19:03:21.659000-04:00,14,2,0
24055,241454,2020-04-19 18:01:21.597000-04:00,19,3,0
2949,35520,2019-09-09 13:15:56.489000-04:00,26,9,1
6621,90026,2020-01-02 08:48:21.023000-05:00,15,1,0
9509,116497,2020-03-16 19:37:47.542000-04:00,27,2,0
4018,52867,2019-09-26 11:07:08.714000-04:00,16,5,0
1964,10423,2019-08-22 13:20:07.291000-04:00,25,8,0
13861,140180,2020-03-27 16:42:09.460000-04:00,23,15,0
27747,377832,2020-05-17 01:27:22.226000-04:00,23,3,0
15032,165439,2020-03-30 11:26:14.022000-04:00,17,95,0
13244,153424,2020-03-26 14:52:14.204000-04:00,39,5,0
19128,209469,2020-04-06 10:10:24.346000-04:00,18,2,0
2870,5485,2019-09-08 21:13:28.448000-04:00,14,7,0
21505,246725,2020-04-11 19:01:55.406000-04:00,21,7,0
15203,168897,2020-03-30 13:08:55.618000-04:00,67,20,0
21578,197561,2020-04-12 11:13:03.137000-04:00,22,30,0
3550,10648,2019-09-17 11:54:31.624000-04:00,19,1,0
18216,175636,2020-04-03 16:28:37.796000-04:00,4,3,0
10272,103811,2020-03-18 17:31:00.196000-04:00,33,8,4
16436,186056,2020-04-01 02:45:55.008000-04:00,46,17,0
3569,45494,2019-09-17 14:59:50.722000-04:00,31,19,8
1475,10515,2019-08-12 17:45:02.023000-04:00,31,16,0
13608,117965,2020-03-27 10:39:27.665000-04:00,24,1,0
16269,184115,2020-03-31 16:56:03.855000-04:00,28,1,23
8279,111610,2020-03-11 08:21:01.142000-04:00,18,55,0
23180,283263,2020-04-15 20:38:58.459000-04:00,21,8,2
4559,61487,2019-10-09 08:59:15.777000-04:00,16,1,0
7618,105101,2020-02-14 10:23:42.850000-05:00,3,2,0
17819,116078,2020-04-03 10:30:18.194000-04:00,15,2,0
4208,56401,2019-10-01 16:00:47.868000-04:00,24,1,0
26401,291795,2020-04-30 15:04:40.107000-04:00,39,8,0
16330,151765,2020-03-31 18:57:56.630000-04:00,21,1,4
20466,11008,2020-04-08 15:21:23.394000-04:00,7,17,0
20379,241548,2020-04-08 13:28:04.560000-04:00,56,34,0
16656,181602,2020-04-01 12:30:33.792000-04:00,20,10,0
10952,132659,2020-03-20 12:14:05.038000-04:00,23,29,4
9905,122063,2020-03-17 15:19:02.713000-04:00,24,19,0
10659,130469,2020-03-19 15:33:52.085000-04:00,7,4,0
5487,17878,2019-11-04 13:55:13.568000-05:00,22,27,2
4190,56025,2019-10-01 12:11:06.141000-04:00,1,1,0
27106,365520,2020-05-07 13:05:14.881000-04:00,11,3,0
9992,110715,2020-03-17 23:52:22.598000-04:00,21,21,0
14917,163512,2020-03-30 10:19:37.045000-04:00,19,29,0
21617,251065,2020-04-12 14:07:06.642000-04:00,10,9,0
14558,160184,2020-03-29 21:47:50.187000-04:00,28,11,0
1468,10011,2019-08-12 16:32:49.342000-04:00,21,14,5
17144,155808,2020-04-02 10:49:26.976000-04:00,20,1,0
15971,111628,2020-03-31 12:34:38.156000-04:00,21,6,0
24088,293852,2020-04-19 20:03:25.993000-04:00,26,18,0
25025,322991,2020-04-23 00:19:57.003000-04:00,10,2,0
6308,54778,2019-12-09 11:10:15.379000-05:00,22,45,0
9369,67088,2020-03-16 12:40:51.627000-04:00,15,64,0
15092,166620,2020-03-30 11:53:25.665000-04:00,12,28,0
8978,115160,2020-03-13 22:18:44.658000-04:00,20,26,0
23264,286331,2020-04-16 07:49:54.271000-04:00,17,2,0
21614,197543,2020-04-12 13:56:05.605000-04:00,26,12,0
28049,295492,2020-05-22 15:22:44.081000-04:00,1,1,0
6829,89577,2020-01-11 22:00:49.695000-05:00,32,7,0
23175,363714,2020-04-15 20:14:56.108000-04:00,29,1,0
19701,187004,2020-04-07 09:53:23.508000-04:00,5,3,2
25192,325579,2020-04-23 14:17:11.535000-04:00,21,6,0
16973,193378,2020-04-01 19:53:22.084000-04:00,36,7,0
17412,190731,2020-04-02 15:06:56.853000-04:00,20,16,1
17262,179810,2020-04-02 13:11:39.989000-04:00,22,17,1
27050,364668,2020-05-07 09:33:23.866000-04:00,16,1,0
28452,6556,2020-06-06 16:01:59.901000-04:00,1,1,0
23687,295232,2020-04-17 15:04:49.399000-04:00,17,9,0
13493,155033,2020-03-27 08:06:59.219000-04:00,10,66,0
28296,387737,2020-06-01 13:16:57.220000-04:00,4,1,0
12867,132980,2020-03-26 09:13:40.351000-04:00,27,7,0
2672,30346,2019-09-04 08:39:51.403000-04:00,13,1,0
21882,255571,2020-04-13 08:17:15.881000-04:00,66,7,0
25113,323630,2020-04-23 11:40:27.863000-04:00,20,3,0
19810,223799,2020-04-07 12:17:59.986000-04:00,25,27,0
9109,115619,2020-03-15 20:16:52.917000-04:00,23,5,0
13545,155184,2020-03-27 08:50:47.926000-04:00,11,2,0
24958,322003,2020-04-22 17:23:04.168000-04:00,1,2,0
23751,300692,2020-04-17 18:05:26.969000-04:00,18,6,0
25771,352451,2020-04-27 11:58:20.907000-04:00,14,35,0
23806,296726,2020-04-18 01:29:32.037000-04:00,17,14,0
2665,30335,2019-09-04 08:34:23.962000-04:00,24,13,0
2001,10499,2019-08-22 16:37:01.961000-04:00,27,4,0
19487,219425,2020-04-06 16:59:21.903000-04:00,1,1,0
26057,343521,2020-04-28 15:18:35.162000-04:00,51,1,0
5145,69167,2019-10-22 21:57:05.125000-04:00,21,10,0
3180,39798,2019-09-11 23:01:11.290000-04:00,21,2,0
14593,160268,2020-03-29 23:13:39.509000-04:00,29,3,0
11890,57339,2020-03-23 10:19:25.088000-04:00,6,4,1
4665,62947,2019-10-11 10:32:00.534000-04:00,17,1,0
13769,134124,2020-03-27 13:34:21.127000-04:00,24,8,0
23582,293477,2020-04-17 11:17:24.073000-04:00,3,1,0
22635,272286,2020-04-14 13:40:11.648000-04:00,20,16,0
4828,64904,2019-10-16 11:12:22.240000-04:00,24,14,6
1824,11417,2019-08-19 23:40:28.419000-04:00,20,18,0
10427,103872,2020-03-19 10:31:06.393000-04:00,14,4,0
6838,93655,2020-01-12 13:06:28.672000-05:00,28,3,0
13486,110118,2020-03-27 07:13:21.826000-04:00,20,2,0
19509,219852,2020-04-06 17:40:04.928000-04:00,24,4,3
5870,80736,2019-11-18 20:58:50.660000-05:00,4,2,0
26161,344997,2020-04-29 00:59:45.851000-04:00,15,1,0
23185,257384,2020-04-15 20:45:33.306000-04:00,11,2,0
16487,186509,2020-04-01 08:58:13.641000-04:00,22,5,0
16784,191534,2020-04-01 14:47:05.536000-04:00,21,2,0
26271,150340,2020-04-29 16:45:55.384000-04:00,5,1,0
10686,130673,2020-03-19 16:29:55.430000-04:00,5,1,0
19983,230445,2020-04-07 15:34:55.643000-04:00,26,3,0
17370,9563,2020-04-02 14:31:35.852000-04:00,14,1,0
22979,281243,2020-04-15 12:58:06.167000-04:00,28,4,0
9159,115807,2020-03-16 08:26:20.216000-04:00,17,5,0
26665,150191,2020-05-03 21:33:07.178000-04:00,15,2,3
27173,366705,2020-05-07 23:38:30.907000-04:00,25,1,0
24019,297808,2020-04-19 15:51:49.308000-04:00,5,0,1
2798,33179,2019-09-06 10:18:43.878000-04:00,2,1,0
5674,77893,2019-11-10 21:45:36.558000-05:00,17,3,0
20184,107706,2020-04-08 07:14:28.193000-04:00,13,0,1
11628,134815,2020-03-22 16:27:08.778000-04:00,16,5,0
13753,157105,2020-03-27 13:21:33.837000-04:00,6,0,1
15990,175750,2020-03-31 12:53:14.678000-04:00,16,55,0
28458,390444,2020-06-07 08:54:56.367000-04:00,12,5,0
28442,390260,2020-06-05 18:09:40.422000-04:00,25,6,0
24524,16568,2020-04-20 20:47:42.709000-04:00,20,3,0
18134,205285,2020-04-03 15:18:23.821000-04:00,12,5,0
26636,354671,2020-05-03 18:08:25.474000-04:00,4,4,0
14169,89274,2020-03-29 00:10:20.372000-04:00,14,3,0
16972,193375,2020-04-01 19:50:57.266000-04:00,25,35,0
11706,135633,2020-03-22 20:44:03.697000-04:00,22,1,0
12120,128904,2020-03-24 08:40:04.139000-04:00,3,3,0
7529,103783,2020-02-11 13:00:39.575000-05:00,28,1,0
17623,199426,2020-04-02 20:12:04.076000-04:00,20,5,0
17109,194835,2020-04-02 10:04:26.833000-04:00,17,3,0
6289,82415,2019-12-08 17:53:28.826000-05:00,31,3,0
6079,83559,2019-11-26 13:01:43.053000-05:00,1,1,0
27265,281570,2020-05-10 18:28:27.435000-04:00,22,0,2
25667,329468,2020-04-26 22:42:45.667000-04:00,6,2,0
5965,81973,2019-11-21 10:39:14.831000-05:00,11,4,0
28107,384346,2020-05-26 09:28:17.360000-04:00,13,1,0
10779,127460,2020-03-19 21:26:27.645000-04:00,11,6,0
4315,27957,2019-10-03 12:26:41.172000-04:00,9,1,0
14624,160366,2020-03-30 01:50:55.191000-04:00,12,3,0
24858,320615,2020-04-22 12:14:51.612000-04:00,9,3,0
18581,205582,2020-04-04 23:49:59.755000-04:00,1,1,0
13086,152582,2020-03-26 12:49:48.910000-04:00,4,32,0
14501,116475,2020-03-29 20:12:19.620000-04:00,19,4,0
14967,164536,2020-03-30 10:47:41.435000-04:00,21,55,1
18353,204666,2020-04-04 00:46:28.281000-04:00,11,0,9
12007,10530,2020-03-23 13:45:54.655000-04:00,6,2,0
15613,155422,2020-03-30 21:02:19.730000-04:00,19,4,0
6682,91013,2020-01-06 16:02:36.332000-05:00,53,1,0
16151,182768,2020-03-31 14:48:41.750000-04:00,27,0,8
5874,75550,2019-11-18 21:01:57.007000-05:00,20,2,0
13760,150508,2020-03-27 13:30:02.298000-04:00,24,5,0
16356,265105,2020-03-31 20:21:45.162000-04:00,29,27,0
28456,388994,2020-06-06 21:43:34.159000-04:00,14,1,0
27959,381671,2020-05-20 14:38:53.147000-04:00,16,9,0
16200,159588,2020-03-31 15:30:02.898000-04:00,2,2,0
23289,165923,2020-04-16 10:33:11.091000-04:00,60,2,0
25553,332529,2020-04-26 10:47:01.285000-04:00,12,3,0
21511,250708,2020-04-11 19:14:59.537000-04:00,25,16,6
20107,227263,2020-04-07 20:12:54.272000-04:00,16,15,1
1255,463,2019-08-06 08:07:30.213000-04:00,33,6,2
7237,91056,2020-01-29 09:16:14.598000-05:00,31,2,0
4763,63824,2019-10-14 21:47:07.700000-04:00,26,11,0
10477,128899,2020-03-19 11:16:15.628000-04:00,26,35,0
11128,133486,2020-03-20 16:09:58.293000-04:00,22,17,0
6737,92122,2020-01-07 23:46:32.433000-05:00,5,1,0
3003,318,2019-09-09 20:06:22.637000-04:00,30,10,0
15885,159357,2020-03-31 11:14:48.690000-04:00,8,2,0
11420,134819,2020-03-21 23:06:52.702000-04:00,7,2,0
3127,32744,2019-09-11 10:47:55.720000-04:00,21,8,0
21918,162477,2020-04-13 09:28:53.387000-04:00,6,50,0
14202,159267,2020-03-29 09:33:45.937000-04:00,17,3,0
23641,294751,2020-04-17 13:52:02.736000-04:00,24,8,0
18431,204982,2020-04-04 13:34:07.641000-04:00,8,5,0
17245,196703,2020-04-02 12:52:51.312000-04:00,15,19,0
2079,14900,2019-08-24 07:32:23.877000-04:00,28,26,0
10687,130673,2020-03-19 16:29:55.431000-04:00,12,1,0
9407,117697,2020-03-16 14:06:19.971000-04:00,25,21,0
16261,159802,2020-03-31 16:47:05.719000-04:00,1,1,0
3946,45557,2019-09-25 11:20:10.495000-04:00,3,1,0
6704,89453,2020-01-07 08:06:50.796000-05:00,31,12,0
20873,226711,2020-04-09 13:59:51.146000-04:00,13,3,0
10175,123832,2020-03-18 12:48:03.407000-04:00,17,31,0
3386,20181,2019-09-15 22:03:58.039000-04:00,25,2,0
25892,16470,2020-04-27 17:04:03.098000-04:00,9,1,0
22312,151577,2020-04-13 18:11:03.392000-04:00,21,27,0
13315,149731,2020-03-26 16:32:27.856000-04:00,16,1,0
10269,113329,2020-03-18 17:22:17.224000-04:00,24,6,3
17176,195644,2020-04-02 11:37:41.743000-04:00,23,4,0
25653,342510,2020-04-26 21:00:34.641000-04:00,24,7,0
12762,145071,2020-03-25 15:08:51.815000-04:00,17,1,0
20714,242427,2020-04-09 10:07:10.123000-04:00,37,29,0
18153,151738,2020-04-03 15:37:22.962000-04:00,3,2,6
2483,10272,2019-08-31 08:48:38.809000-04:00,27,9,0
2484,10272,2019-08-31 08:48:38.812000-04:00,26,3,0
21950,186315,2020-04-13 10:17:26.592000-04:00,50,5,0
20663,213240,2020-04-09 09:06:29.680000-04:00,17,6,0
18336,204521,2020-04-03 22:05:55.048000-04:00,10,53,0
15559,168201,2020-03-30 19:47:54.316000-04:00,20,2,0
12234,141046,2020-03-24 11:18:10.761000-04:00,15,1,0
17507,159121,2020-04-02 16:49:51.566000-04:00,25,2,4
26817,277464,2020-05-04 20:24:23.212000-04:00,5,1,1
8124,110148,2020-03-09 15:00:57.354000-04:00,20,11,0
10561,107401,2020-03-19 13:30:20.397000-04:00,23,1,0
15111,166963,2020-03-30 12:06:15.344000-04:00,9,9,0
19223,208407,2020-04-06 11:55:31.741000-04:00,12,3,0
20854,188370,2020-04-09 13:41:06.020000-04:00,13,29,0
25230,326378,2020-04-23 15:32:28.594000-04:00,55,0,1
11945,128053,2020-03-23 11:23:38.785000-04:00,13,7,0
6288,86338,2019-12-08 17:08:25.107000-05:00,96,6,0
6352,87266,2019-12-10 13:25:21.801000-05:00,25,11,3
25855,337531,2020-04-27 14:54:12.315000-04:00,28,3,0
25199,326101,2020-04-23 14:27:18.558000-04:00,18,2,0
3360,13575,2019-09-14 11:53:09.784000-04:00,24,2,0
13206,103477,2020-03-26 14:35:25.372000-04:00,12,16,0
7247,99829,2020-01-29 10:51:01.951000-05:00,21,1,0
26903,359872,2020-05-05 13:38:56.052000-04:00,24,10,0
7077,95787,2020-01-24 07:25:30.578000-05:00,23,1,0
7522,103556,2020-02-11 10:05:22.582000-05:00,18,1,0
13182,152643,2020-03-26 14:13:59.306000-04:00,23,4,0
28953,394265,2020-06-25 15:23:30.682000-04:00,7,2,0
20523,239911,2020-04-08 16:48:22.195000-04:00,22,7,0
14877,205246,2020-03-30 10:07:41.900000-04:00,19,48,0
8922,113615,2020-03-13 15:18:05.559000-04:00,16,1,0
22049,160127,2020-04-13 11:59:01.672000-04:00,26,3,1
19639,205398,2020-04-07 06:21:43.176000-04:00,17,3,0
25826,15673,2020-04-27 13:36:58.448000-04:00,2,2,0
23406,96241,2020-04-16 14:51:33.190000-04:00,1,4,0
8137,107793,2020-03-09 19:56:55.827000-04:00,22,2,0
7097,98120,2020-01-24 10:23:20.966000-05:00,38,1,1
14965,164435,2020-03-30 10:45:37.114000-04:00,18,39,0
1116,1859,2019-07-29 09:15:49.192000-04:00,19,10,2
9630,120252,2020-03-17 10:18:47.298000-04:00,31,3,0
25066,120831,2020-04-23 10:24:16.221000-04:00,3,1,0
7212,99012,2020-01-28 14:36:01.948000-05:00,26,1,0
10521,129355,2020-03-19 12:09:03.127000-04:00,6,0,1
2968,36130,2019-09-09 15:42:30.244000-04:00,5,0,1
22792,254222,2020-04-14 21:05:44.587000-04:00,2,6,0
16852,192399,2020-04-01 16:45:44.267000-04:00,10,3,0
25189,326000,2020-04-23 14:15:09.263000-04:00,19,2,0
16398,185793,2020-03-31 22:38:16.683000-04:00,28,21,0
4282,34211,2019-10-02 18:40:58.957000-04:00,28,0,7
24014,190571,2020-04-19 15:37:59.056000-04:00,18,0,1
20928,245750,2020-04-09 15:46:00.022000-04:00,15,1,0
3859,50889,2019-09-23 15:04:08.619000-04:00,18,8,0
26398,343237,2020-04-30 14:57:04.515000-04:00,12,8,0
14941,162878,2020-03-30 10:28:25.383000-04:00,12,25,0
2885,9305,2019-09-09 07:27:34.321000-04:00,22,0,1
18200,203528,2020-04-03 16:16:26.371000-04:00,23,18,0
22585,269576,2020-04-14 11:47:03.158000-04:00,12,9,0
1709,11806,2019-08-18 16:25:59.505000-04:00,23,3,0
26852,359317,2020-05-05 08:17:00.425000-04:00,1,2,0
20536,158859,2020-04-08 17:22:55.410000-04:00,16,8,0
2052,20192,2019-08-23 11:38:46.691000-04:00,11,2,0
23457,196232,2020-04-16 16:52:55.970000-04:00,63,2,0
21030,246403,2020-04-09 19:39:15.569000-04:00,25,35,0
26648,354716,2020-05-03 19:33:12.132000-04:00,6,2,0
28444,389641,2020-06-05 18:27:34.561000-04:00,13,2,0
19938,198250,2020-04-07 14:54:10.206000-04:00,5,21,0
24757,184960,2020-04-21 19:24:50.684000-04:00,1,2,0
16835,152555,2020-04-01 16:30:37.825000-04:00,22,18,1
3544,7578,2019-09-17 11:45:23.520000-04:00,27,4,0
3225,15170,2019-09-12 10:49:53.163000-04:00,15,1,0
19498,62313,2020-04-06 17:25:11.085000-04:00,6,1,0
19738,114642,2020-04-07 11:09:31.129000-04:00,24,15,1
4367,58817,2019-10-04 11:04:15.544000-04:00,32,39,0
23430,290107,2020-04-16 15:32:25.606000-04:00,12,4,0
10809,131517,2020-03-20 00:55:46.601000-04:00,12,5,0
3697,47790,2019-09-19 13:52:40.806000-04:00,87,12,5
26085,321085,2020-04-28 16:06:43.091000-04:00,1,3,0
18011,202360,2020-04-03 13:29:09.456000-04:00,65,32,0
18577,202604,2020-04-04 23:48:35.413000-04:00,30,6,0
11793,78134,2020-03-23 06:58:38.177000-04:00,10,3,0
24082,298251,2020-04-19 19:21:00.871000-04:00,18,23,0
14608,186719,2020-03-30 00:22:44.285000-04:00,6,11,0
20415,238195,2020-04-08 14:11:24.369000-04:00,2,2,0
18706,206038,2020-04-05 14:53:29.808000-04:00,22,5,0
8300,111806,2020-03-11 11:23:10.375000-04:00,9,3,2
22130,256350,2020-04-13 13:46:56.337000-04:00,11,8,0
2425,27933,2019-08-29 19:46:54.557000-04:00,21,35,3
7970,197579,2020-03-06 10:57:37.234000-05:00,44,1,4
1136,5033,2019-07-30 11:05:23.216000-04:00,30,42,0
18478,152353,2020-04-04 16:17:49.442000-04:00,32,8,0
18991,207017,2020-04-05 23:36:37.303000-04:00,18,15,0
16152,177602,2020-03-31 14:52:34.793000-04:00,58,5,5
14580,153570,2020-03-29 22:37:36.249000-04:00,1,1,0
20957,272458,2020-04-09 16:30:34.805000-04:00,18,24,0
26603,354409,2020-05-03 09:28:02.364000-04:00,5,1,0
17480,198432,2020-04-02 16:19:40.194000-04:00,1,2,0
2855,34298,2019-09-08 17:14:43.658000-04:00,10,6,0
22148,172168,2020-04-13 14:04:21.120000-04:00,15,15,0
6660,90556,2020-01-06 09:03:53.770000-05:00,20,8,0
6528,85778,2019-12-17 17:06:08.110000-05:00,5,1,0
23419,290310,2020-04-16 15:19:33.917000-04:00,19,1,0
27055,364540,2020-05-07 10:23:18.795000-04:00,47,26,0
26514,322786,2020-05-01 15:10:31.137000-04:00,1,1,0
15181,163311,2020-03-30 12:58:25.707000-04:00,18,5,0
19087,207920,2020-04-06 09:08:41.271000-04:00,22,0,18
7473,103111,2020-02-07 17:47:14.977000-05:00,20,1,2
6946,95957,2020-01-16 14:24:21.521000-05:00,7,1,0
4518,28061,2019-10-08 09:34:36.789000-04:00,26,3,0
18939,222352,2020-04-05 21:38:20.648000-04:00,12,8,0
4841,64979,2019-10-16 12:18:05.436000-04:00,5,1,1
5769,79081,2019-11-14 07:41:33.630000-05:00,7,3,0
10835,131778,2020-03-20 07:46:10.922000-04:00,17,2,0
20435,237892,2020-04-08 14:46:50.196000-04:00,21,1,5
18673,184232,2020-04-05 13:49:15.669000-04:00,12,8,2
28360,260180,2020-06-02 19:00:27.175000-04:00,21,1,0
14757,162477,2020-03-30 09:54:16.093000-04:00,22,51,0
25336,97136,2020-04-24 08:51:45.119000-04:00,41,12,0
4696,63228,2019-10-12 21:36:20.693000-04:00,18,11,0
23575,293221,2020-04-17 10:34:39.347000-04:00,14,9,0
20615,241213,2020-04-08 21:42:03.110000-04:00,24,44,0
10893,118135,2020-03-20 10:27:13.852000-04:00,23,18,0
3476,44322,2019-09-16 19:21:00.169000-04:00,32,18,8
24681,305303,2020-04-21 13:46:33.297000-04:00,21,12,0
15825,177575,2020-03-31 10:14:35.444000-04:00,21,7,0
3761,47097,2019-09-20 16:41:54.424000-04:00,11,1,0
27941,381151,2020-05-20 10:04:05.804000-04:00,16,1,0
2168,22349,2019-08-26 21:12:44.989000-04:00,22,0,16
7290,100777,2020-01-31 08:03:17.036000-05:00,17,26,0
17927,219675,2020-04-03 11:59:29.597000-04:00,27,9,0
18821,206379,2020-04-05 18:05:21.412000-04:00,23,3,0
17556,198840,2020-04-02 17:37:30.027000-04:00,7,9,0
3769,49497,2019-09-21 14:26:12.378000-04:00,28,41,2
11399,330290,2020-03-21 19:48:23.951000-04:00,21,1,0
23171,285139,2020-04-15 19:45:41.826000-04:00,20,2,0
1936,20536,2019-08-22 08:37:59.648000-04:00,25,65,0
8640,80078,2020-03-13 00:23:22.541000-04:00,2,1,0
11795,121219,2020-03-23 07:28:44.900000-04:00,8,2,0
3186,24866,2019-09-12 00:20:48.730000-04:00,33,9,0
7874,89961,2020-03-01 08:49:20.151000-05:00,18,4,0
24622,199261,2020-04-21 11:02:19.486000-04:00,22,17,0
6814,59178,2020-01-10 10:24:27.497000-05:00,20,5,1
19527,206735,2020-04-06 18:04:36.803000-04:00,4,3,0
23117,176516,2020-04-15 16:33:25.844000-04:00,15,1,0
24390,291336,2020-04-20 13:35:35.204000-04:00,18,1,0
6234,83753,2019-12-04 23:05:49.882000-05:00,23,4,0
9508,119198,2020-03-16 19:37:19.399000-04:00,13,8,0
15188,168232,2020-03-30 13:03:28.105000-04:00,15,13,0
22654,273266,2020-04-14 14:32:19.054000-04:00,19,51,0
14153,159131,2020-03-28 21:38:23.746000-04:00,12,2,0
28522,389742,2020-06-08 22:27:03.366000-04:00,11,3,0
17380,197653,2020-04-02 14:36:25.525000-04:00,21,7,0
9416,30074,2020-03-16 14:42:43.941000-04:00,6,0,5
12651,148461,2020-03-25 12:35:10.117000-04:00,23,9,2
16224,183089,2020-03-31 16:10:20.482000-04:00,21,2,0
24748,316837,2020-04-21 18:02:03.899000-04:00,30,13,0
24499,308597,2020-04-20 18:13:20.604000-04:00,16,2,5
21297,249386,2020-04-10 16:24:21.801000-04:00,31,13,0
1523,10173,2019-08-13 17:34:37.869000-04:00,39,2,1
6611,90033,2020-01-01 14:48:19.298000-05:00,16,1,4
15102,166826,2020-03-30 11:59:44.023000-04:00,6,1,0
18093,202850,2020-04-03 14:33:33.950000-04:00,16,8,3
15532,174379,2020-03-30 18:58:26.759000-04:00,10,1,0
16184,183137,2020-03-31 15:15:18.924000-04:00,27,2,0
14471,174686,2020-03-29 19:14:20.846000-04:00,14,1,0
4949,66953,2019-10-18 15:29:34.635000-04:00,23,44,0
16787,191534,2020-04-01 14:47:05.540000-04:00,15,2,0
15094,166673,2020-03-30 11:55:25.264000-04:00,18,15,0
22630,150193,2020-04-14 13:31:02.082000-04:00,1,1,0
6691,78739,2020-01-06 21:32:13.477000-05:00,11,16,0
27931,381088,2020-05-20 09:25:51.413000-04:00,11,2,0
12732,133648,2020-03-25 14:15:39.131000-04:00,11,7,0
13629,155916,2020-03-27 11:01:48.416000-04:00,5,1,0
15430,172748,2020-03-30 16:05:17.470000-04:00,15,46,0
24871,293066,2020-04-22 12:49:46.733000-04:00,20,3,0
22180,295847,2020-04-13 14:59:27.107000-04:00,24,16,0
4992,67084,2019-10-20 20:10:01.012000-04:00,11,12,0
3101,38363,2019-09-11 05:49:56.808000-04:00,20,105,5
25510,332084,2020-04-25 15:17:42.495000-04:00,9,5,0
5444,55968,2019-11-01 09:35:57.825000-04:00,8,2,0
